Saccade	-	0	12000	235000	223000	690.0	799.0	1357.0	695.0
Fixation	-	0	235000	445000	210000	1355	699	0	0
Saccade	-	1	445000	637000	192000	1357.0	699.0	622.0	318.0
Fixation	-	1	637000	763000	126000	618	309	0	0
